years_experience,job_role,main_language,education,company_size,salary
21,DevOps/인프라,C/C++,학사,스타트업 (~50명),8180
2,모바일,C#,석사,대기업 (1000명~),6450
18,모바일,Java,학사,스타트업 (~50명),7750
3,QA,C/C++,학사,중소기업 (50~300명),4970
19,DevOps/인프라,JavaScript/TypeScript,학사,중견기업 (300~1000명),8520
10,백엔드,Java,학사,중견기업 (300~1000명),7550
0,모바일,Java,학사,스타트업 (~50명),4250
25,ML 엔지니어,C#,고졸,대기업 (1000명~),9700
4,데이터 분석가,C/C++,학사,중소기업 (50~300명),5350
15,풀스택,Python,학사,대기업 (1000명~),7920
4,데이터 분석가,C#,고졸,스타트업 (~50명),5110
24,DevOps/인프라,Java,학사,스타트업 (~50명),8390
19,풀스택,Python,학사,중견기업 (300~1000명),8220
20,ML 엔지니어,Java,고졸,스타트업 (~50명),7570
11,ML 엔지니어,C#,학사,중소기업 (50~300명),6840
12,DevOps/인프라,기타,석사,스타트업 (~50명),6220
16,풀스택,JavaScript/TypeScript,학사,중견기업 (300~1000명),6480
20,프론트엔드,JavaScript/TypeScript,학사,대기업 (1000명~),8650
22,데이터 분석가,JavaScript/TypeScript,학사,대기업 (1000명~),9950
0,데이터 분석가,C/C++,학사,대기업 (1000명~),5590
17,모바일,Kotlin,석사,대기업 (1000명~),8330
2,DevOps/인프라,JavaScript/TypeScript,석사,중소기업 (50~300명),5670
7,DevOps/인프라,Go,석사,중소기업 (50~300명),6220
21,풀스택,기타,학사,대기업 (1000명~),8180
6,DevOps/인프라,기타,학사,대기업 (1000명~),6470
20,풀스택,Go,학사,대기업 (1000명~),8820
12,모바일,Kotlin,학사,중견기업 (300~1000명),7400
6,백엔드,기타,학사,스타트업 (~50명),6020
8,모바일,SQL,학사,대기업 (1000명~),7500
13,QA,JavaScript/TypeScript,학사,대기업 (1000명~),7620
19,모바일,Java,석사,중견기업 (300~1000명),8470
15,ML 엔지니어,Java,학사,대기업 (1000명~),8190
24,백엔드,SQL,고졸,중견기업 (300~1000명),7930
22,데이터 엔지니어,Go,석사,대기업 (1000명~),8900
19,모바일,JavaScript/TypeScript,석사,스타트업 (~50명),8180
15,ML 엔지니어,C/C++,학사,대기업 (1000명~),8610
7,QA,JavaScript/TypeScript,학사,스타트업 (~50명),5070
10,데이터 분석가,SQL,학사,중소기업 (50~300명),6650
3,백엔드,Go,학사,스타트업 (~50명),4950
9,데이터 분석가,SQL,학사,중소기업 (50~300명),7280
24,프론트엔드,JavaScript/TypeScript,학사,스타트업 (~50명),7830
11,데이터 분석가,C#,학사,대기업 (1000명~),7950
2,백엔드,Java,학사,중견기업 (300~1000명),6110
16,데이터 엔지니어,기타,학사,대기업 (1000명~),8020
25,풀스택,C#,석사,중소기업 (50~300명),8690
22,프론트엔드,C#,학사,스타트업 (~50명),8130
7,백엔드,C/C++,고졸,중견기업 (300~1000명),6710
11,DevOps/인프라,JavaScript/TypeScript,학사,중견기업 (300~1000명),7580
13,DevOps/인프라,기타,석사,중소기업 (50~300명),6900
6,DevOps/인프라,C#,학사,대기업 (1000명~),7310
6,백엔드,Kotlin,석사,대기업 (1000명~),7120
6,모바일,Python,학사,중견기업 (300~1000명),6690
25,QA,JavaScript/TypeScript,학사,대기업 (1000명~),9440
19,데이터 엔지니어,SQL,학사,중견기업 (300~1000명),8650
21,프론트엔드,Python,학사,중견기업 (300~1000명),8580
21,프론트엔드,Python,석사,중소기업 (50~300명),8610
24,풀스택,SQL,학사,스타트업 (~50명),8400
2,QA,JavaScript/TypeScript,학사,스타트업 (~50명),5480
22,프론트엔드,JavaScript/TypeScript,학사,중견기업 (300~1000명),8440
1,QA,Go,학사,중견기업 (300~1000명),5220
12,ML 엔지니어,Java,학사,중소기업 (50~300명),7940
15,QA,Python,학사,중견기업 (300~1000명),7420
9,DevOps/인프라,Python,석사,스타트업 (~50명),6300
3,풀스택,Python,석사,중소기업 (50~300명),6030
4,DevOps/인프라,Java,석사,대기업 (1000명~),6860
21,프론트엔드,Kotlin,학사,중소기업 (50~300명),7560
8,풀스택,JavaScript/TypeScript,학사,스타트업 (~50명),6500
8,프론트엔드,Python,학사,중소기업 (50~300명),7140
24,프론트엔드,Python,학사,중소기업 (50~300명),7630
3,백엔드,C#,학사,중견기업 (300~1000명),6330
23,프론트엔드,SQL,학사,대기업 (1000명~),7800
23,프론트엔드,C/C++,고졸,중견기업 (300~1000명),8320
15,모바일,Python,고졸,중견기업 (300~1000명),8490
4,백엔드,JavaScript/TypeScript,석사,중소기업 (50~300명),5880
4,백엔드,C#,고졸,중견기업 (300~1000명),6000
7,QA,Java,학사,중소기업 (50~300명),6470
15,백엔드,기타,학사,스타트업 (~50명),6410
3,백엔드,Kotlin,학사,대기업 (1000명~),6470
11,백엔드,C/C++,석사,중소기업 (50~300명),7340
3,프론트엔드,기타,학사,중소기업 (50~300명),6200
14,데이터 분석가,JavaScript/TypeScript,석사,스타트업 (~50명),6740
0,DevOps/인프라,Java,석사,대기업 (1000명~),4980
18,ML 엔지니어,기타,학사,스타트업 (~50명),7500
1,데이터 엔지니어,기타,학사,중소기업 (50~300명),4480
5,백엔드,JavaScript/TypeScript,학사,대기업 (1000명~),7300
4,ML 엔지니어,Go,학사,중소기업 (50~300명),6360
21,백엔드,Java,학사,대기업 (1000명~),8670
1,데이터 엔지니어,Go,박사,스타트업 (~50명),5370
11,모바일,Kotlin,학사,중견기업 (300~1000명),7090
15,DevOps/인프라,Kotlin,석사,대기업 (1000명~),8500
13,풀스택,Go,학사,중소기업 (50~300명),6780
17,데이터 엔지니어,Kotlin,박사,중견기업 (300~1000명),8770
20,모바일,C#,학사,중소기업 (50~300명),7750
10,데이터 분석가,SQL,학사,중견기업 (300~1000명),6690
21,QA,Java,학사,대기업 (1000명~),8740
8,ML 엔지니어,C#,학사,중견기업 (300~1000명),7360
25,모바일,C/C++,석사,대기업 (1000명~),9310
13,데이터 분석가,C#,학사,중견기업 (300~1000명),7390
19,ML 엔지니어,Java,학사,중견기업 (300~1000명),9640
22,모바일,JavaScript/TypeScript,학사,중소기업 (50~300명),9090
20,프론트엔드,기타,학사,중견기업 (300~1000명),7700
22,데이터 분석가,Python,고졸,대기업 (1000명~),8410
13,백엔드,Go,학사,중견기업 (300~1000명),7270
1,프론트엔드,Go,학사,스타트업 (~50명),5230
12,모바일,C#,학사,중소기업 (50~300명),6830
4,DevOps/인프라,Python,학사,중견기업 (300~1000명),6410
23,DevOps/인프라,Python,석사,대기업 (1000명~),10410
6,풀스택,JavaScript/TypeScript,학사,스타트업 (~50명),5930
5,모바일,Python,학사,스타트업 (~50명),6110
6,프론트엔드,Python,학사,중소기업 (50~300명),6390
16,ML 엔지니어,Java,학사,스타트업 (~50명),7540
14,풀스택,Java,학사,대기업 (1000명~),8590
24,DevOps/인프라,SQL,학사,중소기업 (50~300명),8060
10,DevOps/인프라,Go,학사,중소기업 (50~300명),7700
7,ML 엔지니어,Python,학사,스타트업 (~50명),6370
1,풀스택,Go,학사,중소기업 (50~300명),4780
0,QA,Java,박사,대기업 (1000명~),4660
9,ML 엔지니어,C/C++,학사,중소기업 (50~300명),6760
24,데이터 엔지니어,Python,학사,스타트업 (~50명),8220
13,DevOps/인프라,Python,학사,스타트업 (~50명),6100
23,DevOps/인프라,Java,학사,대기업 (1000명~),9110
2,백엔드,C/C++,석사,대기업 (1000명~),6170
2,DevOps/인프라,C#,학사,스타트업 (~50명),5490
21,ML 엔지니어,C/C++,학사,중견기업 (300~1000명),9140
2,프론트엔드,Go,학사,스타트업 (~50명),4800
1,풀스택,Kotlin,고졸,중견기업 (300~1000명),4920
10,ML 엔지니어,Kotlin,석사,스타트업 (~50명),7670
24,프론트엔드,Go,학사,대기업 (1000명~),9930
17,데이터 분석가,C#,석사,대기업 (1000명~),8250
2,ML 엔지니어,C#,학사,스타트업 (~50명),5110
21,데이터 엔지니어,JavaScript/TypeScript,석사,중소기업 (50~300명),8000
21,QA,C#,학사,스타트업 (~50명),6970
20,프론트엔드,Python,학사,중소기업 (50~300명),8110
23,풀스택,기타,석사,스타트업 (~50명),8310
6,QA,C/C++,학사,중소기업 (50~300명),6610
25,데이터 엔지니어,Kotlin,학사,대기업 (1000명~),10000
8,풀스택,기타,박사,스타트업 (~50명),7870
20,풀스택,C#,학사,대기업 (1000명~),8700
15,모바일,SQL,학사,스타트업 (~50명),7030
20,데이터 분석가,C#,학사,중소기업 (50~300명),7300
16,풀스택,Java,석사,중소기업 (50~300명),8110
16,데이터 엔지니어,Python,석사,대기업 (1000명~),8900
16,데이터 분석가,Java,학사,스타트업 (~50명),7590
20,데이터 엔지니어,기타,학사,스타트업 (~50명),7360
19,프론트엔드,C#,고졸,중견기업 (300~1000명),8140
3,데이터 엔지니어,JavaScript/TypeScript,학사,중견기업 (300~1000명),6130
21,QA,C#,석사,중견기업 (300~1000명),8500
13,프론트엔드,JavaScript/TypeScript,학사,스타트업 (~50명),6620
8,풀스택,SQL,학사,중소기업 (50~300명),6960
13,ML 엔지니어,기타,학사,대기업 (1000명~),9270
25,데이터 엔지니어,Python,학사,중견기업 (300~1000명),8550
22,ML 엔지니어,Kotlin,석사,중견기업 (300~1000명),10030
21,데이터 엔지니어,C/C++,학사,중소기업 (50~300명),7060
12,ML 엔지니어,Python,학사,중소기업 (50~300명),7870
20,데이터 엔지니어,기타,석사,대기업 (1000명~),8280
10,백엔드,Python,석사,중견기업 (300~1000명),7260
17,ML 엔지니어,Java,학사,스타트업 (~50명),7320
16,데이터 분석가,Python,석사,대기업 (1000명~),8500
6,백엔드,C#,학사,중견기업 (300~1000명),6890
6,모바일,Go,석사,중소기업 (50~300명),5700
1,모바일,JavaScript/TypeScript,고졸,중소기업 (50~300명),4500
3,백엔드,Python,학사,중견기업 (300~1000명),5730
11,QA,Java,학사,중소기업 (50~300명),7450
12,풀스택,기타,학사,중견기업 (300~1000명),7510
4,풀스택,SQL,학사,중견기업 (300~1000명),5500
10,모바일,기타,학사,스타트업 (~50명),6260
15,DevOps/인프라,C#,학사,대기업 (1000명~),9050
6,ML 엔지니어,C#,고졸,중소기업 (50~300명),6740
8,ML 엔지니어,SQL,학사,중소기업 (50~300명),6460
9,풀스택,Go,학사,중견기업 (300~1000명),7030
13,DevOps/인프라,C/C++,석사,중견기업 (300~1000명),7920
9,DevOps/인프라,JavaScript/TypeScript,박사,중소기업 (50~300명),7140
19,데이터 분석가,C#,학사,중견기업 (300~1000명),7360
8,데이터 분석가,Python,학사,대기업 (1000명~),6990
11,백엔드,Java,학사,대기업 (1000명~),8410
9,ML 엔지니어,Kotlin,학사,대기업 (1000명~),7810
4,QA,SQL,석사,중소기업 (50~300명),5680
17,데이터 분석가,Python,학사,중소기업 (50~300명),7720
6,데이터 분석가,Python,고졸,중견기업 (300~1000명),7350
7,데이터 분석가,Python,고졸,스타트업 (~50명),5990
20,백엔드,SQL,학사,중견기업 (300~1000명),8800
24,데이터 엔지니어,JavaScript/TypeScript,석사,중소기업 (50~300명),8520
17,ML 엔지니어,JavaScript/TypeScript,학사,중소기업 (50~300명),7970
23,QA,Python,학사,중소기업 (50~300명),8120
22,QA,기타,학사,중소기업 (50~300명),7520
12,데이터 분석가,C/C++,석사,중소기업 (50~300명),7260
20,QA,SQL,학사,중견기업 (300~1000명),8450
8,데이터 분석가,Kotlin,석사,중견기업 (300~1000명),6770
11,데이터 엔지니어,Java,석사,중소기업 (50~300명),7390
13,데이터 엔지니어,SQL,학사,스타트업 (~50명),7440
24,QA,C#,석사,대기업 (1000명~),8800
22,ML 엔지니어,Go,학사,스타트업 (~50명),9060
12,프론트엔드,Java,학사,중소기업 (50~300명),7050
16,백엔드,SQL,학사,중소기업 (50~300명),7460
5,모바일,기타,학사,중견기업 (300~1000명),5290
20,데이터 분석가,C/C++,학사,대기업 (1000명~),8640
14,ML 엔지니어,Python,고졸,중견기업 (300~1000명),8180
13,데이터 분석가,SQL,고졸,대기업 (1000명~),8510
19,데이터 분석가,SQL,학사,대기업 (1000명~),8810
16,QA,C#,학사,스타트업 (~50명),7620
1,모바일,Go,학사,스타트업 (~50명),4240
7,데이터 분석가,JavaScript/TypeScript,학사,중소기업 (50~300명),6200
4,데이터 엔지니어,Python,박사,중소기업 (50~300명),7150
19,데이터 분석가,기타,석사,중견기업 (300~1000명),7920
0,QA,C#,학사,스타트업 (~50명),3940
5,QA,JavaScript/TypeScript,학사,스타트업 (~50명),5870
15,데이터 분석가,Kotlin,학사,중소기업 (50~300명),7590
18,데이터 분석가,Python,석사,중견기업 (300~1000명),8220
13,데이터 엔지니어,Python,학사,중견기업 (300~1000명),7350
22,프론트엔드,JavaScript/TypeScript,석사,대기업 (1000명~),9950
23,모바일,C#,학사,스타트업 (~50명),8290
3,프론트엔드,C/C++,학사,중소기업 (50~300명),5690
24,프론트엔드,Java,석사,대기업 (1000명~),9170
15,백엔드,C/C++,학사,중견기업 (300~1000명),7930
16,데이터 엔지니어,C/C++,석사,중견기업 (300~1000명),8500
2,백엔드,C#,고졸,중소기업 (50~300명),5260
16,데이터 엔지니어,Go,학사,스타트업 (~50명),8030
18,모바일,SQL,고졸,대기업 (1000명~),7980
15,모바일,SQL,학사,중견기업 (300~1000명),7040
2,ML 엔지니어,JavaScript/TypeScript,고졸,중견기업 (300~1000명),5890
13,데이터 분석가,기타,학사,중소기업 (50~300명),6260
24,ML 엔지니어,C#,학사,중소기업 (50~300명),8620
18,ML 엔지니어,Java,학사,중소기업 (50~300명),7990
3,백엔드,C/C++,학사,중견기업 (300~1000명),6210
24,프론트엔드,Kotlin,고졸,중소기업 (50~300명),9130
24,데이터 엔지니어,SQL,학사,스타트업 (~50명),7410
4,QA,C/C++,고졸,중소기업 (50~300명),6500
20,프론트엔드,Java,석사,대기업 (1000명~),8870
10,백엔드,Java,고졸,중소기업 (50~300명),6850
15,QA,Python,학사,중소기업 (50~300명),6650
11,QA,Kotlin,석사,중견기업 (300~1000명),7860
20,프론트엔드,C#,학사,대기업 (1000명~),8700
25,모바일,C#,학사,중견기업 (300~1000명),8710
20,데이터 엔지니어,Kotlin,학사,대기업 (1000명~),8180
24,프론트엔드,SQL,학사,스타트업 (~50명),8070
24,풀스택,SQL,학사,대기업 (1000명~),9470
2,모바일,Java,석사,대기업 (1000명~),6150
6,데이터 엔지니어,Go,박사,중소기업 (50~300명),7630
18,풀스택,SQL,학사,중견기업 (300~1000명),8560
15,모바일,Kotlin,학사,스타트업 (~50명),7010
1,풀스택,JavaScript/TypeScript,석사,중소기업 (50~300명),5800
2,ML 엔지니어,C/C++,학사,스타트업 (~50명),5570
13,프론트엔드,기타,학사,스타트업 (~50명),6870
16,풀스택,Python,학사,대기업 (1000명~),8440
4,풀스택,C#,학사,중소기업 (50~300명),5740
4,QA,Java,학사,중견기업 (300~1000명),4720
3,QA,기타,학사,중소기업 (50~300명),5130
14,데이터 분석가,Python,고졸,중소기업 (50~300명),6550
0,프론트엔드,Python,고졸,중소기업 (50~300명),4530
14,ML 엔지니어,JavaScript/TypeScript,석사,중소기업 (50~300명),9110
12,데이터 분석가,Java,고졸,중견기업 (300~1000명),7600
12,DevOps/인프라,C#,고졸,대기업 (1000명~),7720
17,모바일,JavaScript/TypeScript,학사,중소기업 (50~300명),7170
13,QA,C/C++,학사,대기업 (1000명~),7580
18,DevOps/인프라,Go,박사,중견기업 (300~1000명),9890
19,풀스택,Go,석사,중견기업 (300~1000명),8310
23,ML 엔지니어,기타,학사,스타트업 (~50명),7360
20,풀스택,C#,학사,스타트업 (~50명),8200
13,모바일,Go,학사,대기업 (1000명~),8800
12,풀스택,Kotlin,고졸,중견기업 (300~1000명),8090
6,ML 엔지니어,Java,학사,중소기업 (50~300명),7070
15,풀스택,Kotlin,학사,대기업 (1000명~),8860
3,데이터 엔지니어,SQL,학사,중소기업 (50~300명),5660
24,데이터 엔지니어,JavaScript/TypeScript,학사,중견기업 (300~1000명),7950
21,ML 엔지니어,Java,학사,중소기업 (50~300명),8540
3,QA,C/C++,학사,대기업 (1000명~),6470
20,백엔드,JavaScript/TypeScript,학사,중소기업 (50~300명),7940
3,QA,Go,학사,스타트업 (~50명),5180
18,백엔드,SQL,학사,중견기업 (300~1000명),7660
2,데이터 분석가,Go,고졸,스타트업 (~50명),4520
12,모바일,Java,학사,대기업 (1000명~),8670
17,데이터 엔지니어,JavaScript/TypeScript,학사,중견기업 (300~1000명),9030
18,ML 엔지니어,Kotlin,석사,스타트업 (~50명),8750
10,DevOps/인프라,JavaScript/TypeScript,석사,스타트업 (~50명),7100
23,모바일,Go,학사,대기업 (1000명~),8750
20,QA,Kotlin,학사,중견기업 (300~1000명),8490
5,풀스택,JavaScript/TypeScript,석사,대기업 (1000명~),7780
17,프론트엔드,Go,학사,스타트업 (~50명),6870
18,모바일,C/C++,학사,대기업 (1000명~),8840
8,데이터 분석가,Java,학사,중소기업 (50~300명),6690
19,ML 엔지니어,C/C++,학사,중견기업 (300~1000명),8990
23,DevOps/인프라,C/C++,학사,중소기업 (50~300명),9240
21,풀스택,Python,학사,스타트업 (~50명),8840
19,풀스택,기타,학사,대기업 (1000명~),8470
16,QA,C#,학사,대기업 (1000명~),8410
7,모바일,Python,학사,중소기업 (50~300명),6400
20,풀스택,SQL,학사,대기업 (1000명~),8420
9,QA,SQL,학사,스타트업 (~50명),6300
13,데이터 분석가,Python,학사,스타트업 (~50명),7300
8,QA,Java,학사,스타트업 (~50명),6190
8,QA,C/C++,학사,중소기업 (50~300명),5980
4,QA,C#,석사,스타트업 (~50명),5350
24,데이터 엔지니어,Kotlin,학사,중소기업 (50~300명),8430
3,DevOps/인프라,C/C++,고졸,스타트업 (~50명),5010
2,QA,Go,학사,중견기업 (300~1000명),5660
24,풀스택,Python,석사,대기업 (1000명~),9650
14,백엔드,Go,석사,중견기업 (300~1000명),8560
11,풀스택,기타,석사,스타트업 (~50명),6500
19,데이터 엔지니어,C#,학사,중견기업 (300~1000명),8120
9,데이터 분석가,C#,학사,스타트업 (~50명),7060
3,백엔드,JavaScript/TypeScript,학사,중견기업 (300~1000명),5810
18,데이터 엔지니어,기타,학사,중견기업 (300~1000명),8230
4,프론트엔드,Python,학사,중소기업 (50~300명),5670
14,데이터 분석가,JavaScript/TypeScript,학사,스타트업 (~50명),7560
24,데이터 엔지니어,Java,학사,대기업 (1000명~),9890
24,데이터 엔지니어,SQL,석사,대기업 (1000명~),10040
9,모바일,C#,학사,중견기업 (300~1000명),6950
20,모바일,기타,고졸,대기업 (1000명~),8110
15,ML 엔지니어,Go,학사,대기업 (1000명~),9700
12,ML 엔지니어,Go,석사,스타트업 (~50명),8500
3,DevOps/인프라,C#,석사,중견기업 (300~1000명),6010
9,모바일,Java,학사,중소기업 (50~300명),7270
16,모바일,Go,박사,중소기업 (50~300명),8040
25,풀스택,Kotlin,석사,스타트업 (~50명),9210
0,데이터 분석가,기타,석사,대기업 (1000명~),5520
18,프론트엔드,C#,석사,중견기업 (300~1000명),7860
22,모바일,기타,학사,중소기업 (50~300명),8310
24,프론트엔드,기타,석사,중소기업 (50~300명),8810
11,데이터 분석가,C#,학사,중소기업 (50~300명),8020
3,DevOps/인프라,C/C++,석사,중견기업 (300~1000명),6000
7,QA,Java,학사,대기업 (1000명~),7580
22,데이터 분석가,JavaScript/TypeScript,석사,중소기업 (50~300명),8360
22,백엔드,SQL,박사,중소기업 (50~300명),8190
16,풀스택,Java,학사,중견기업 (300~1000명),7850
3,백엔드,C/C++,박사,중소기업 (50~300명),6240
3,ML 엔지니어,Kotlin,학사,중소기업 (50~300명),5560
12,QA,JavaScript/TypeScript,학사,스타트업 (~50명),6790
15,데이터 분석가,기타,학사,스타트업 (~50명),7520
0,프론트엔드,Go,석사,중소기업 (50~300명),4410
17,백엔드,Python,학사,대기업 (1000명~),8320
14,QA,JavaScript/TypeScript,학사,중소기업 (50~300명),7030
0,풀스택,Kotlin,학사,스타트업 (~50명),3830
2,프론트엔드,SQL,학사,중견기업 (300~1000명),5550
11,프론트엔드,기타,학사,대기업 (1000명~),8080
18,풀스택,SQL,석사,중소기업 (50~300명),8070
21,데이터 엔지니어,Python,학사,스타트업 (~50명),7490
11,QA,Kotlin,석사,중견기업 (300~1000명),7160
7,풀스택,Python,학사,중소기업 (50~300명),6460
25,ML 엔지니어,Python,박사,중견기업 (300~1000명),10810
11,백엔드,Kotlin,학사,중소기업 (50~300명),7650
8,백엔드,C#,학사,스타트업 (~50명),7100
11,백엔드,Go,학사,중소기업 (50~300명),7190
0,QA,SQL,학사,중견기업 (300~1000명),4370
7,데이터 엔지니어,Python,학사,중소기업 (50~300명),5930
13,DevOps/인프라,C#,석사,스타트업 (~50명),7550
23,백엔드,SQL,학사,중소기업 (50~300명),7760
19,백엔드,C/C++,고졸,중견기업 (300~1000명),8170
20,DevOps/인프라,C#,학사,스타트업 (~50명),9250
14,백엔드,C#,박사,중견기업 (300~1000명),8410
2,프론트엔드,기타,학사,중견기업 (300~1000명),5030
10,데이터 분석가,Python,학사,중소기업 (50~300명),6980
25,데이터 엔지니어,SQL,학사,대기업 (1000명~),9150
1,풀스택,SQL,학사,대기업 (1000명~),5150
22,데이터 분석가,SQL,학사,중소기업 (50~300명),9000
17,ML 엔지니어,C/C++,학사,스타트업 (~50명),8470
7,모바일,C#,학사,중소기업 (50~300명),6430
20,모바일,C/C++,학사,스타트업 (~50명),7660
21,백엔드,JavaScript/TypeScript,학사,중소기업 (50~300명),7960
1,데이터 분석가,SQL,고졸,대기업 (1000명~),6070
2,DevOps/인프라,C#,석사,대기업 (1000명~),6520
17,데이터 엔지니어,Kotlin,학사,중소기업 (50~300명),6550
25,QA,Python,학사,중소기업 (50~300명),9390
0,프론트엔드,SQL,학사,스타트업 (~50명),3710
17,백엔드,Go,학사,중소기업 (50~300명),8020
3,데이터 분석가,기타,석사,스타트업 (~50명),5900
16,프론트엔드,Java,고졸,대기업 (1000명~),8360
16,데이터 엔지니어,C#,학사,대기업 (1000명~),8850
2,QA,C#,학사,스타트업 (~50명),4590
17,모바일,C#,학사,중견기업 (300~1000명),7400
23,데이터 분석가,Python,석사,중견기업 (300~1000명),8990
22,ML 엔지니어,C#,학사,대기업 (1000명~),10030
0,프론트엔드,JavaScript/TypeScript,학사,중소기업 (50~300명),3590
6,QA,Go,석사,스타트업 (~50명),5830
6,프론트엔드,JavaScript/TypeScript,석사,중견기업 (300~1000명),7230
11,DevOps/인프라,C/C++,학사,스타트업 (~50명),6760
3,데이터 엔지니어,Go,학사,중견기업 (300~1000명),6020
22,프론트엔드,Python,학사,스타트업 (~50명),7800
20,ML 엔지니어,SQL,석사,중견기업 (300~1000명),9330
21,프론트엔드,Kotlin,학사,대기업 (1000명~),8200
5,데이터 엔지니어,Python,학사,스타트업 (~50명),5770
0,QA,Python,석사,중소기업 (50~300명),4150
23,QA,SQL,학사,중견기업 (300~1000명),8450
7,DevOps/인프라,JavaScript/TypeScript,학사,스타트업 (~50명),6780
17,데이터 분석가,SQL,고졸,중견기업 (300~1000명),8570
23,데이터 엔지니어,C#,석사,중견기업 (300~1000명),9710
0,풀스택,C/C++,학사,중소기업 (50~300명),4440
0,QA,JavaScript/TypeScript,학사,대기업 (1000명~),4460
0,데이터 분석가,Go,고졸,중소기업 (50~300명),3620
4,ML 엔지니어,Python,석사,중견기업 (300~1000명),7260
1,모바일,C/C++,석사,스타트업 (~50명),5220
21,ML 엔지니어,C/C++,학사,스타트업 (~50명),8770
15,풀스택,Java,학사,스타트업 (~50명),7520
25,ML 엔지니어,C/C++,석사,대기업 (1000명~),10380
20,백엔드,C#,석사,대기업 (1000명~),9390
25,백엔드,Kotlin,학사,대기업 (1000명~),9950
6,모바일,Python,학사,스타트업 (~50명),6380
7,데이터 분석가,SQL,석사,중소기업 (50~300명),6450
22,ML 엔지니어,SQL,석사,중견기업 (300~1000명),9180
6,모바일,Kotlin,학사,중견기업 (300~1000명),6180
1,백엔드,기타,학사,스타트업 (~50명),4290
17,풀스택,C/C++,학사,대기업 (1000명~),8660
20,모바일,SQL,석사,스타트업 (~50명),8170
25,데이터 분석가,Kotlin,학사,스타트업 (~50명),7640
24,데이터 엔지니어,Go,고졸,대기업 (1000명~),9130
3,풀스택,Java,학사,중소기업 (50~300명),5620
20,데이터 엔지니어,Go,석사,중소기업 (50~300명),8170
21,데이터 엔지니어,기타,석사,중견기업 (300~1000명),8970
18,ML 엔지니어,기타,박사,대기업 (1000명~),9780
21,데이터 분석가,C#,학사,스타트업 (~50명),7460
21,DevOps/인프라,JavaScript/TypeScript,석사,중견기업 (300~1000명),8830
11,프론트엔드,Kotlin,석사,중소기업 (50~300명),7390
1,ML 엔지니어,Python,학사,스타트업 (~50명),4770
11,백엔드,Java,학사,중소기업 (50~300명),6880
5,백엔드,Go,박사,중소기업 (50~300명),6970
2,DevOps/인프라,기타,고졸,스타트업 (~50명),4580
3,데이터 분석가,JavaScript/TypeScript,학사,중소기업 (50~300명),4690
18,데이터 엔지니어,C/C++,학사,중견기업 (300~1000명),7710
13,데이터 엔지니어,JavaScript/TypeScript,학사,중견기업 (300~1000명),7540
14,ML 엔지니어,C/C++,학사,중견기업 (300~1000명),7600
19,풀스택,Python,석사,대기업 (1000명~),8820
14,프론트엔드,Go,학사,중소기업 (50~300명),8170
16,백엔드,Go,석사,중소기업 (50~300명),7380
2,DevOps/인프라,JavaScript/TypeScript,학사,중소기업 (50~300명),5230
22,풀스택,JavaScript/TypeScript,학사,중견기업 (300~1000명),9460
11,데이터 엔지니어,Kotlin,석사,스타트업 (~50명),7450
4,데이터 분석가,Java,학사,중소기업 (50~300명),5530
21,프론트엔드,Python,학사,스타트업 (~50명),7800
19,모바일,Python,석사,중소기업 (50~300명),8350
1,백엔드,SQL,학사,대기업 (1000명~),6390
5,프론트엔드,C/C++,학사,중견기업 (300~1000명),6100
0,프론트엔드,Python,학사,중소기업 (50~300명),3610
7,DevOps/인프라,SQL,석사,중견기업 (300~1000명),6390
2,데이터 엔지니어,Java,학사,중견기업 (300~1000명),5820
18,QA,C/C++,학사,중소기업 (50~300명),7020
13,모바일,Python,박사,중소기업 (50~300명),7620
25,프론트엔드,Kotlin,학사,중견기업 (300~1000명),8420
19,데이터 엔지니어,Kotlin,학사,스타트업 (~50명),8440
15,QA,Kotlin,학사,중소기업 (50~300명),7090
13,데이터 분석가,JavaScript/TypeScript,학사,중소기업 (50~300명),7300
1,백엔드,JavaScript/TypeScript,학사,중견기업 (300~1000명),4510
1,풀스택,기타,학사,대기업 (1000명~),5610
16,QA,SQL,고졸,중견기업 (300~1000명),6940
0,데이터 분석가,Python,학사,중소기업 (50~300명),3760
1,QA,Kotlin,학사,스타트업 (~50명),5530
5,데이터 분석가,SQL,학사,중견기업 (300~1000명),6610
22,백엔드,Go,학사,대기업 (1000명~),9110
11,DevOps/인프라,Go,학사,대기업 (1000명~),9470
18,ML 엔지니어,Python,석사,대기업 (1000명~),9310
10,ML 엔지니어,Python,학사,스타트업 (~50명),7620
4,QA,Python,학사,중견기업 (300~1000명),5260
9,프론트엔드,Java,학사,대기업 (1000명~),7290
2,QA,기타,석사,중견기업 (300~1000명),4920
20,풀스택,Go,학사,중견기업 (300~1000명),8590
4,QA,SQL,석사,중소기업 (50~300명),5760
9,프론트엔드,JavaScript/TypeScript,학사,중견기업 (300~1000명),6790
25,데이터 분석가,기타,학사,중소기업 (50~300명),8790
15,DevOps/인프라,Java,석사,스타트업 (~50명),7380
11,백엔드,기타,학사,대기업 (1000명~),7830
14,백엔드,Python,고졸,대기업 (1000명~),8440
20,DevOps/인프라,Python,박사,대기업 (1000명~),8910
6,백엔드,Python,학사,중소기업 (50~300명),5920
16,데이터 엔지니어,SQL,학사,스타트업 (~50명),7500
22,QA,JavaScript/TypeScript,학사,중소기업 (50~300명),8230
